id	src_audio	src_n_frames	tgt_audio	tgt_n_frames
5227	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5227.wav	217	71 40 63 93 87 94 32 64 65 6 15 36 49 92 27 89 33 24 61 46 79 1 85 10 83 84 63 22 72 20	30
1665	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1665.wav	137	71 40 93 63 89 87 53 38 44 80 85 87 17 97 19 16 50 81 10 83 84 63 22 72 20	25
2615	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2615.wav	296	71 93 63 93 59 53 74 89 87 68 43 16 2 77 37 86 53 44 80 18 66 21 52 24 61 43 16 74 2 63 78 33 24 46 30 25 62 1 66 15 92 63 47 24 58 32 74 27 89 78 33 90 35 53 65 74 27 89 87 94 38 88 81 83 72 63 22 72 20	69
10866	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10866.wav	168	71 40 63 86 24 46 30 1 89 98 53 16 50 77 38 42 44 18 2 15 41 84 63 22 63 22 72 20	28
10696	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10696.wav	173	71 40 63 89 78 33 24 61 51 19 90 35 73 97 16 50 70 14 24 68 58 42 44 80 81 10 83 84 63 22 72 20	32
7724	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7724.wav	187	71 93 63 86 68 44 80 18 85 5 30 65 6 15 49 60 92 63 78 48 46 30 65 74 27 31 59 33 69 48 19 6 15 41 83 84 63 72 22 72 22 72 20	43
2698	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2698.wav	362	71 63 93 50 69 16 3 77 76 73 68 24 61 68 44 18 27 31 36 59 98 69 14 76 44 85 37 27 86 91 38 16 18 2 27 31 23 11 64 74 31 59 33 24 61 43 74 27 2 6 15 99 92 90 35 61 43 42 43 74 63 31 41 84 63 72 22 72 20	69
358	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/358.wav	177	71 40 63 93 70 14 76 9 1 66 65 6 15 7 87 13 58 32 64 81 83 84 63 22 72 20	26
7860	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7860.wav	201	71 93 63 86 68 44 18 85 5 30 65 6 15 49 60 92 27 78 48 46 30 65 3 48 51 19 6 15 49 92 78 52 25 94 32 64 80 81 83 84 63 22 72 20	44
10716	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10716.wav	307	71 63 93 95 59 87 0 30 1 99 90 35 13 58 32 16 74 27 47 52 30 0 30 25 11 65 74 27 31 59 33 24 46 30 1 27 89 53 9 74 2 26 94 32 64 16 80 50 68 43 6 15 36 92 63 3 77 11 45 64 53 73 16 99 82 73 3 48 46 30 16 50 18 10 90 35 53 42 16 74 2 63 89 6 15 41 83 84 72 22 72 40 63 93 90 35 24 61 81 83 84 63 22 72 20	105
2802	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2802.wav	235	71 40 63 93 52 25 16 50 69 65 3 99 27 82 62 6 3 60 52 25 11 64 53 73 16 77 99 66 63 31 87 13 58 32 16 50 77 42 81 18 81 15 41 84 72 22 72 22 72 20	50
5490	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5490.wav	217	71 40 63 89 59 53 88 53 73 16 6 15 49 92 63 77 87 94 32 64 1 66 2 15 41 84 72 20	28
10576	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10576.wav	270	71 40 63 93 31 45 64 74 27 47 87 68 9 1 66 89 60 50 94 38 44 85 53 62 1 21 23 5 30 74 27 47 59 33 35 68 9 1 66 89 87 42 44 80 81 83 63 96 55 4 72 20	52
6824	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6824.wav	237	71 93 63 86 68 44 18 85 5 30 65 6 15 49 92 27 78 48 46 30 65 6 15 7 87 94 32 64 16 77 99 50 87 91 43 6 15 7 87 42 1 27 21 95 41 83 84 63 22 63 22 72 20	53
6884	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6884.wav	3670	71 63 93 70 52 25 11 53 87 38 68 44 18 85 5 30 65 6 15 49 92 27 78 48 46 30 16 50 77 87 69 97 81 3 41 84 72 63 22 72 20	41
461	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/461.wav	173	71 40 63 93 6 15 7 87 68 16 50 77 46 5 30 25 11 64 81 10 83 84 63 22 63 72 20	27
8227	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8227.wav	210	71 93 63 86 97 19 65 27 47 52 25 44 80 60 70 14 76 42 43 6 15 41 83 63 22 72 20	27
9197	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9197.wav	178	71 63 93 15 7 73 90 35 9 43 74 2 63 31 23 73 74 27 3 33 35 68 9 1 89 87 38 44 80 81 10 83 84 63 22 72 20	37
10288	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10288.wav	183	71 40 63 93 26 87 97 85 73 99 3 23 73 74 89 59 94 32 65 6 95 23 87 42 80 81 83 63 22 72 20	31
11175	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11175.wav	245	71 93 63 86 68 44 18 85 5 30 65 6 36 15 49 92 27 78 48 46 30 70 52 25 11 64 90 35 68 97 42 81 1 27 31 41 83 84 63 22 72 20	42
7448	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7448.wav	138	71 40 63 93 75 59 45 64 69 16 27 47 77 52 30 25 0 42 97 81 83 63 84 22 63 72 20	27
4267	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4267.wav	228	71 40 63 21 95 87 91 43 74 27 89 23 73 16 77 75 33 24 46 30 79 65 74 2 63 2 15 41 84 72 63 22 72 20	34
4164	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4164.wav	142	71 40 93 63 89 87 24 51 19 65 6 3 15 3 41 83 84 72 22 72	20
3716	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3716.wav	217	71 40 63 89 59 53 88 53 73 16 6 15 49 92 63 77 87 94 32 64 1 66 2 15 41 84 72 20	28
10742	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10742.wav	147	71 40 63 93 3 52 25 97 1 66 27 78 52 25 94 38 42 16 80 81 83 84 63 84 63 22 72 20	28
908	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/908.wav	165	71 63 93 6 15 49 92 63 89 45 64 87 68 44 85 5 30 65 6 15 49 92 27 89 78 48 46 30 16 50 24 61 81 83 10 55 83 63 22 72 20	41
11236	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11236.wav	246	71 40 93 15 7 73 90 35 9 43 74 2 63 31 37 63 86 51 19 74 27 31 59 33 91 43 74 2 6 15 92 31 23 44 80 11 64 87 91 9 85 42 1 85 5 79 81 84 72 63 72 20	52
6026	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6026.wav	732	71 63 93 82 87 0 30 16 74 27 47 52 65 6 15 7 87 68 44 18 66 2 63 31 11 45 64 37 13 58 32 1 85 87 42 16 80 18 29 28 60 14 76 99 37 63 86 68 44 80 18 6 15 7 87 94 32 64 16 77 65 27 21 95 59 94 32 64 44 18 21 95 87 42 6 15 41 84 72 40 63 93 15 7 87 94 32 64 16 77 65 27 21 59 94 32 64 18 21 95 23 62 29 28 92 27 47 73 3 48 46 30 74 27 78 33 35 97 29 28 7 87 42 88 81 83 84 72 22 72 20	131
5365	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5365.wav	140	71 40 72 93 3 48 46 30 65 74 27 31 59 45 11 45 32 64 32 64 44 80 81 83 84 63 96 55 72 20	30
1990	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1990.wav	205	71 40 72 63 82 11 45 64 37 27 63 37 94 32 64 85 73 16 99 2 27 78 33 35 68 42 16 66 77 6 15 41 83 72 22 72 20	37
2953	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2953.wav	238	71 40 93 63 86 24 68 44 80 90 35 53 44 80 82 53 9 85 53 1 60 52 25 11 64 1 27 31 11 64 87 42 97 19 29 6 15 41 83 84 63 22 63 22 72 20	46
8973	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8973.wav	458	71 93 63 93 47 52 30 74 27 78 90 35 11 64 65 6 15 7 87 24 61 43 3 2 60 14 76 0 30 1 66 63 31 53 62 6 15 49 92 5 30 16 66 47 77 98 69 65 95 23 44 80 90 35 13 58 32 65 6 15 7 87 42 44 80 18 6 15 41 10 84 63 40 93 63 47 11 45 64 87 91 43 6 15 92 31 11 64 81 83 84 63 22 72 20	95
10231	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10231.wav	178	71 40 93 15 7 73 90 35 9 43 74 2 27 31 23 73 6 3 24 13 58 17 19 81 83 84 63 22 72 20	30
981	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/981.wav	172	71 40 93 63 86 91 68 43 16 27 99 90 35 76 65 74 27 89 59 94 32 65 6 95 23 42 80 81 83 84 63 72 22 72 20	35
7006	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7006.wav	1725	71 40 93 3 77 24 61 13 68 42 44 18 2 27 31 36 41 83 84 22 72 20	22
256	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/256.wav	166	71 40 71 93 63 86 68 44 18 85 5 30 65 6 15 36 49 92 63 78 48 46 30 65 6 15 7 73 19 90 35 68 43 74 2 65 95 23 42 80 81 83 72 20	44
810	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/810.wav	206	71 40 63 93 33 61 13 43 74 2 63 89 59 45 64 74 27 89 33 68 16 18 77 73 44 80 26 94 32 65 6 15 95 23 42 81 83 84 72 20	40
11483	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11483.wav	493	71 12 71 12 63 89 78 33 61 16 50 77 53 44 80 85 53 62 1 31 87 53 62 65 6 95 23 26 19 65 3 48 46 65 74 27 21 59 52 25 38 44 80 18 27 89 23 73 16 18 27 47 33 13 58 9 90 35 5 30 65 3 90 35 24 13 91 58 9 1 89 6 15 49 60 3 52 30 37 63 37 51 19 65 74 27 31 59 33 46 30 1 27 89 53 9 74 2 15 7 23 44 80 82 62 29 6 15 49 92 78 52 25 69 81 74 2 63 47 41 83 84 72 22 63 72 20	127
11218	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11218.wav	252	71 40 93 63 93 3 52 25 53 44 18 2 27 82 73 74 27 89 78 33 30 25 38 44 18 3 24 13 58 17 19 81 83 72 63 22 72 20	38
9473	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9473.wav	296	71 12 63 93 82 73 74 27 47 52 25 97 1 66 78 52 25 94 38 16 50 77 62 29 28 62 74 27 31 59 33 91 43 2 21 95 92 63 31 41 84 72 22 63 72 40 63 31 98 69 65 6 15 92 31 87 97 19 70 14 24 68 44 80 85 62 6 15 92 31 24 61 43 74 2 63 82 62 1 31 23 73 1 27 47 24 68 1 27 89 5 79 81 83 84 72 22 63 72 20	100
10480	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10480.wav	491	71 40 63 86 97 74 27 47 76 53 80 85 53 88 18 27 47 52 30 65 6 15 7 87 91 38 44 18 27 31 23 37 86 91 43 6 15 41 84 72 22 72 22 72 20	45
1552	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1552.wav	128	71 40 63 93 86 24 51 19 65 74 2 27 31 15 41 83 84 22 72 20	20
9650	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9650.wav	312	71 93 63 86 9 1 66 21 95 23 62 44 80 26 87 0 30 25 53 65 74 27 89 15 7 90 35 53 16 66 31 87 24 61 43 74 27 89 87 91 61 43 16 2 27 3 90 35 42 74 63 31 41 72 22 72 22 72 20	59
9104	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9104.wav	166	71 40 63 93 95 87 48 46 30 74 2 27 89 59 33 91 68 9 74 2 15 41 83 84 63 72 22 72 22 72 20	31
822	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/822.wav	265	71 63 93 15 7 45 64 37 68 44 80 85 5 30 65 6 15 49 92 63 78 48 46 30 73 90 35 94 0 30 65 6 15 7 19 90 35 68 43 74 2 95 23 42 80 81 83 72 63 72 20	51
6105	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6105.wav	150	71 40 63 86 24 61 43 99 3 82 5 30 44 26 85 94 32 42 16 81 83 63 22 72 20	25
1729	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1729.wav	275	71 40 71 93 63 47 52 30 65 6 15 7 87 68 38 9 44 80 18 2 31 37 63 86 91 43 6 15 7 24 61 68 44 80 18 6 15 49 92 31 87 24 61 43 74 2 27 89 41 83 84 63 22 72 20	55
11423	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11423.wav	170	71 40 63 93 26 53 69 65 3 77 24 13 58 17 19 81 83 84 63 22 72 20	22
1130	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1130.wav	435	71 93 63 93 50 53 62 6 15 7 53 88 18 60 14 52 25 65 6 15 7 73 74 27 47 52 30 74 27 78 19 65 3 48 46 30 65 74 27 47 52 30 65 6 15 7 87 68 38 44 18 31 37 63 86 91 43 6 15 28 60 52 25 90 35 94 32 65 95 23 42 81 83 72 22 72 20	77
9075	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9075.wav	203	71 40 63 93 47 59 52 25 24 61 68 9 1 21 95 87 9 74 27 31 60 52 25 69 74 63 47 59 33 91 13 91 61 43 3 41 83 63 72 22 72 22 72 20	44
6461	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6461.wav	192	71 93 63 86 68 44 80 85 5 65 6 15 36 49 60 92 78 48 46 30 74 27 63 89 78 59 33 97 76 1 85 65 3 48 51 19 1 85 60 50 24 46 30 1 21 95 87 42 44 80 81 83 84 63 22 72 20	57
4299	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4299.wav	146	71 40 63 27 47 87 91 43 6 15 49 92 31 41 83 84 63 22 63 72 40 72 20	23
1606	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1606.wav	153	71 40 63 21 28 23 62 44 80 26 94 0 30 25 42 65 74 2 27 89 41 83 84 63 22 72 20	27
4656	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4656.wav	578	71 63 93 15 7 23 73 90 35 9 74 2 63 60 14 76 68 9 99 82 5 30 65 74 31 23 62 1 66 21 60 52 25 91 13 91 58 9 1 2 27 82 73 74 27 89 78 33 24 61 46 79 1 66 15 28 41 37 84 63 93 48 46 79 65 74 27 31 23 73 74 27 78 33 35 53 74 27 89 24 68 16 80 82 62 6 36 15 7 60 48 46 30 65 6 36 15 92 63 82 87 38 44 80 82 73 62 1 31 87 68 43 6 15 92 31 23 44 80 94 32 64 65 6 95 23 42 44 81 83 72 20	132
3311	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3311.wav	293	71 93 63 86 53 44 80 85 37 63 86 91 38 16 18 2 27 31 45 64 0 60 70 52 25 13 58 32 1 74 6 15 92 90 35 61 43 42 27 31 41 83 84 63 22 72 20	47
1164	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1164.wav	1522	71 40 63 93 31 59 52 25 94 38 44 18 29 15 99 90 35 94 32 64 85 5 79 10 83 84 63 40 63 40 63 40 63 78 33 52 25 68 9 1 85 42 74 27 2 15 41 83 84 72 22 72 20	53
281	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/281.wav	138	71 40 63 93 26 87 94 32 64 16 50 81 83 84 22 72	16
10756	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10756.wav	183	71 40 63 93 70 48 46 30 44 80 85 94 32 88 81 10 83 54 40 63 40 93 63 86 51 19 99 27 15 36 49 41 84 63 22 72 20	37
11056	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11056.wav	233	71 63 93 70 52 25 68 44 80 18 6 15 92 90 35 24 61 91 43 6 95 37 63 86 68 44 80 18 85 5 30 65 6 15 49 60 92 78 48 46 30 74 27 89 59 23 44 80 18 27 31 59 53 44 80 18 98 42 97 81 83 84 63 72 22 63 22 72 20	69
7071	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7071.wav	228	71 40 63 31 59 33 5 30 50 76 44 26 85 19 37 24 61 43 74 27 2 65 95 23 87 42 44 80 18 15 41 83 84 63 22 72 20	37
1631	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1631.wav	133	71 40 63 93 70 14 76 87 91 38 9 16 1 66 99 10 83 84 22 72 20	21
1267	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1267.wav	166	71 40 71 93 63 86 68 44 18 85 5 30 65 6 15 36 49 92 63 78 48 46 30 65 6 15 7 73 19 90 35 68 43 74 2 65 95 23 42 80 81 83 72 20	44
3861	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3861.wav	273	71 93 63 93 26 50 77 69 16 3 77 24 19 68 37 24 61 68 44 18 27 31 23 99 82 73 3 87 17 68 44 18 31 87 94 32 65 6 95 23 42 81 83 72 63 22 72 20	48
7581	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7581.wav	200	71 40 63 93 70 52 25 9 1 21 23 62 6 15 92 31 87 5 79 81 83 84 63 22 72 20	26
63	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/63.wav	166	71 40 71 93 63 86 68 44 18 85 5 30 65 6 15 36 49 92 63 78 48 46 30 65 6 15 7 73 19 90 35 68 43 74 2 65 95 23 42 80 81 83 72 20	44
10900	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10900.wav	185	71 40 63 93 52 25 99 66 77 53 29 95 28 23 87 42 44 80 81 83 63 22 72 20	24
1774	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1774.wav	156	71 40 72 93 21 95 87 53 16 74 27 2 6 15 7 11 64 81 83 63 22 63 72 20	24
10599	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10599.wav	157	71 40 63 93 98 69 44 80 85 53 73 65 74 27 89 59 33 87 68 17 97 65 1 85 10 83 84 63 22 72 20	31
10357	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10357.wav	282	71 40 63 93 21 95 87 94 38 88 18 85 87 97 74 27 47 52 33 24 61 9 1 21 87 9 74 27 31 23 44 80 18 3 52 30 16 50 94 32 65 6 95 23 42 80 81 83 72 22 72 20	52
11020	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11020.wav	212	71 63 31 59 33 61 16 47 19 16 66 47 52 25 32 64 74 2 63 47 59 48 76 32 64 74 37 86 91 9 74 2 27 82 73 74 27 78 33 30 9 90 35 97 65 74 27 89 59 94 32 65 6 95 23 42 80 81 83 72 22 72 22 72 20	65
699	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/699.wav	242	71 40 93 15 7 87 94 32 64 65 16 77 87 94 88 81 10 83 84 96 55 84 72 20	24
175	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/175.wav	167	71 40 63 31 15 59 33 13 58 32 85 5 24 19 81 83 84 63 22 63 22 72 20	23
9804	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9804.wav	200	71 93 63 86 68 73 16 66 47 77 87 17 61 9 85 94 38 44 80 18 66 21 28 23 11 0 30 1 85 87 91 17 81 83 72 63 22 72 22 72 20	41
4568	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4568.wav	430	71 93 63 31 87 68 97 16 47 77 19 74 27 78 33 35 53 74 27 89 37 63 86 38 44 80 85 11 45 64 27 89 78 33 24 46 30 1 66 27 31 23 5 52 25 11 64 1 66 31 11 64 0 42 97 19 81 83 72 63 72 20	62
4438	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4438.wav	321	71 63 93 26 50 77 69 16 3 77 73 37 24 61 68 44 18 31 59 60 69 14 76 44 80 85 37 63 86 91 38 16 18 2 31 11 64 65 6 15 92 90 35 24 61 43 42 43 74 27 31 41 83 63 22 72 20	57
1754	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1754.wav	172	71 40 63 31 87 24 13 58 32 16 50 77 53 44 80 18 50 24 13 58 32 81 80 81 83 84 96 55 39 72 20	31
3002	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3002.wav	545	71 93 63 82 53 44 80 26 94 32 16 50 76 73 99 82 62 6 15 92 63 89 45 64 16 18 3 24 13 58 17 19 65 74 27 89 23 44 18 31 59 75 94 32 44 80 85 88 80 82 62 6 15 7 87 24 61 51 19 35 73 62 74 27 31 59 33 0 30 1 66 27 89 87 94 32 16 18 31 23 73 74 27 3 59 90 35 91 94 42 32 81 83 72 63 72 20	97
663	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/663.wav	440	71 40 71 40 63 36 59 94 32 16 66 77 19 35 44 18 66 3 52 30 16 50 77 94 32 65 6 95 23 87 42 80 81 83 84 72 20	37
3987	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3987.wav	318	71 40 63 93 59 90 35 53 73 74 27 78 33 24 46 30 1 27 31 23 73 3 77 87 24 17 68 44 80 18 31 85 94 32 65 95 23 42 44 80 81 83 84 63 72 22 72 20	48
6323	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6323.wav	145	71 40 63 93 21 95 59 94 32 64 80 18 21 95 60 3 77 87 91 17 61 68 58 11 98 69 42 97 81 83 72 20	32
4626	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4626.wav	151	71 40 93 15 7 45 64 80 26 98 53 24 46 30 25 24 17 68 81 83 84 63 96 4 72 20	26
7631	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7631.wav	357	71 93 63 89 78 33 61 43 74 27 47 77 11 64 99 82 62 6 15 7 23 73 19 90 35 68 9 43 74 2 63 31 53 1 66 27 31 59 33 91 9 43 74 2 6 15 92 23 99 1 82 73 74 27 78 33 35 73 16 74 66 27 63 3 48 46 79 1 85 83 84 72 22 72 20	75
9506	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9506.wav	150	71 40 93 63 86 24 61 68 43 99 3 82 87 5 79 81 83 84 27 96 55 72	22
8604	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8604.wav	292	71 93 63 86 68 44 18 85 5 30 65 6 15 36 49 92 63 78 48 46 30 25 37 53 44 80 18 6 15 49 92 31 87 24 51 19 74 27 47 52 24 61 68 9 1 66 21 95 87 91 43 2 63 31 41 84 63 72 22 72 20	61
6818	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6818.wav	153	71 40 63 93 50 87 68 9 43 6 15 7 23 62 1 21 87 5 42 29 6 15 41 83 63 22 63 22 72 20	30
8797	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8797.wav	153	71 93 90 35 24 61 68 9 1 66 50 87 91 43 6 15 7 87 42 1 27 21 95 41 83 63 22 63 22 72 20	31
9706	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9706.wav	528	71 40 63 93 70 52 25 9 32 74 89 53 90 35 5 30 65 74 89 6 15 49 92 27 47 52 25 68 43 6 95 23 42 80 81 83 84 72 63 72 20	41
386	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/386.wav	180	71 40 71 40 63 89 78 33 61 68 44 18 27 36 59 23 38 44 18 27 31 59 33 13 58 32 65 74 2 63 47 3 41 84 72 20	36
1554	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1554.wav	138	71 40 93 6 95 49 95 87 9 43 3 77 99 2 31 41 83 84 63 22 72 20	22
4710	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4710.wav	198	71 40 63 93 47 53 94 32 65 74 27 89 5 30 25 29 28 15 92 31 87 68 29 28 87 42 80 81 83 84 63 22 63 72 20	35
7209	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7209.wav	266	71 40 63 93 31 45 64 74 27 47 87 68 9 1 66 89 60 50 94 38 44 85 53 62 1 21 23 5 30 74 27 47 59 33 35 68 9 1 66 89 87 42 44 80 81 83 63 96 55 4 72 20	52
6637	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6637.wav	205	71 40 93 63 86 53 32 1 66 26 48 46 30 1 27 31 5 30 52 25 91 43 74 2 63 31 5 30 25 11 64 65 6 15 36 15 41 83 72 63 72 22 72 20	44
1950	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1950.wav	333	71 93 63 66 77 98 69 65 75 33 17 19 16 74 3 52 30 37 13 58 0 30 70 52 25 24 13 58 32 42 74 63 31 41 83 72 22 72 20	39
499	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/499.wav	165	71 63 93 6 15 49 92 63 89 45 64 87 68 44 85 5 30 65 6 15 49 92 27 89 78 48 46 30 16 50 24 61 81 83 10 55 83 63 22 72 20	41
315	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/315.wav	695	71 12 63 86 91 43 2 65 95 23 80 73 16 47 77 19 74 27 47 52 30 65 6 15 7 87 91 38 44 80 18 31 37 86 91 9 43 6 15 7 37 63 86 53 62 29 28 92 26 24 61 43 85 3 76 97 74 27 89 23 62 6 15 7 73 16 66 77 19 51 19 37 27 48 46 30 65 6 15 7 23 90 35 68 43 74 2 63 31 23 73 16 66 47 48 19 81 83 72 20	100
9248	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9248.wav	252	71 40 63 93 31 87 53 17 19 1 66 27 31 23 5 52 25 24 68 43 74 2 31 5 30 79 25 11 64 81 10 83 84 63 72 20	36
3573	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3573.wav	152	71 40 63 89 59 75 94 38 44 80 18 3 77 11 32 0 17 97 19 74 31 36 41 83 84 63 22 72 20	29
3773	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3773.wav	273	71 40 63 86 68 44 80 18 27 31 98 45 69 99 82 87 73 90 35 91 43 6 15 92 60 50 25 42 69 79 97 81 3 41 83 84 63 22 72 22 72 20	42
5447	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5447.wav	192	71 40 63 93 26 13 58 44 85 73 16 77 99 27 78 33 35 68 42 16 1 66 47 29 15 41 83 72 63 72 22 63 72 20	34
6795	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6795.wav	317	71 40 71 93 63 86 68 44 18 85 5 30 65 6 15 49 92 27 78 48 46 30 25 37 53 44 80 18 15 7 5 30 2 50 24 91 43 74 27 78 52 25 97 81 83 63 72 20	48
9191	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9191.wav	132	71 40 72 93 15 59 75 33 24 13 58 32 64 81 83 84 96 72 20	19
9908	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9908.wav	145	71 40 63 47 78 52 25 97 65 3 77 24 13 58 17 19 29 6 15 41 83 63 84 22 72 20	26
1211	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1211.wav	238	71 93 63 93 6 15 7 53 88 80 18 78 76 19 90 35 87 94 32 87 91 17 61 17 43 16 66 3 77 98 0 42 97 81 83 84 63 22 72 20	40
4161	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4161.wav	151	71 40 72 93 21 95 23 87 24 13 58 32 38 42 18 27 31 15 41 84 63 84 22 72 20	25
